genes,logFC,logCPM,PValue,FDR,Annotation
LOC105183357,0.399182463,5.327447495,0.017619001,0.046007188,uncharacterized protein LOC105183357 isoform X1
LOC105181199,0.864894139,2.871553546,0.017626884,0.046018276,zinc finger protein 239-like
LOC105182901,0.301255419,6.582135472,0.017636563,0.04603405,contactin-2 isoform X1
LOC105185428,-0.275943348,7.032121504,0.017682427,0.046144243,nuclear receptor-binding protein homolog
LOC105185971,-0.913892326,2.274525378,0.017686693,0.046145859,smoothelin-like protein 2
LOC105191668,-0.5536776,3.628384923,0.017694616,0.046157013,RNA pseudouridylate synthase domain-containing protein 1 isoform X2
LOC105192433,-0.331169119,6.178054872,0.01772056,0.046215162,putative sodium-coupled neutral amino acid transporter 10 isoform X1
LOC112590155,-1.192513354,1.240129192,0.017769303,0.046332733,LOW QUALITY PROTEIN: luciferin 4-monooxygenase-like
LOC105191810,-1.96184083,0.169132677,0.017796286,0.046393531,serine protease 30
LOC105188855,4.772223803,-0.00832966,0.017810185,0.046420203,zinc finger protein 665
LOC105181117,0.515302095,5.172076468,0.01784547,0.04650259,protein toll
LOC105187935,-0.725467115,2.521419087,0.017882578,0.046589692,U3 small nucleolar ribonucleoprotein protein IMP3
LOC105188090,-0.298930142,7.239567193,0.01789281,0.046606756,"nascent polypeptide-associated complex subunit alpha, muscle-specific form isoform X1"
LOC105192307,-0.292781094,6.063503097,0.017898888,0.046611071,"glycerol-3-phosphate dehydrogenase, mitochondrial"
LOC105188934,-0.351147234,5.327489755,0.017901834,0.046611071,uncharacterized protein LOC105188934
LOC105188705,0.415399069,5.027282528,0.017907168,0.046615367,ras-related protein Rab-8A
LOC109503682,-0.512657254,4.013297623,0.018072274,0.047035492,uncharacterized protein LOC109503682
LOC112589151,-0.723258358,3.149579372,0.018112371,0.047130154,putative nuclease HARBI1
LOC105190501,-1.018119178,1.865640881,0.018137877,0.04718682,uncharacterized protein LOC105190501
LOC105184312,-0.269021187,6.990082268,0.01814253,0.047189224,importin subunit alpha-3
LOC105185153,-0.281245821,7.416373386,0.018172365,0.047257112,supervillin isoform X1
LOC105182400,-0.397762677,5.08129189,0.018218656,0.047367756,serine/threonine-protein phosphatase 4 catalytic subunit
LOC105186901,0.295020522,6.275942411,0.01825081,0.047441608,peroxisomal membrane protein PMP34
LOC105191030,-0.385688261,5.109435685,0.018294532,0.047545494,transmembrane protein 165
LOC105183208,0.269290708,7.468303903,0.018304613,0.047561925,"protein kibra, partial"
LOC105184283,0.296245449,7.792727855,0.018316016,0.047581784,actin-binding LIM protein 2 isoform X6
LOC105180724,1.719691458,1.040380952,0.018330519,0.047609685,uncharacterized protein LOC105180724 isoform X1
LOC105185752,0.376549699,6.327905292,0.018343776,0.047634341,protein bangles and beads
LOC105189018,0.295971474,7.841476567,0.018350658,0.047642434,glutathione S-transferase
LOC105188718,0.537192168,5.638296895,0.018372118,0.047688366,uncharacterized protein LOC105188718
LOC105185175,-0.275106547,6.845444268,0.018389869,0.047724652,"FYVE, RhoGEF and PH domain-containing protein 1"
LOC105187241,-0.321649517,6.06656891,0.018395665,0.047729905,diphthine--ammonia ligase
LOC112590559,-0.580898006,3.426252861,0.018412897,0.047754072,protein FAM45A-like isoform X1
LOC105185359,0.440389264,4.916883882,0.018414402,0.047754072,reversion-inducing cysteine-rich protein with Kazal motifs isoform X1
LOC105181897,-0.468726675,4.277121483,0.018416301,0.047754072,GDP-fucose transporter 1 isoform X1
LOC105189416,-0.469863018,4.472566843,0.018439508,0.047804454,40S ribosomal protein S18 isoform X2
LOC105188180,-0.322436013,5.977036989,0.018497103,0.047939142,N-sulphoglucosamine sulphohydrolase
LOC105192267,0.624161606,3.461056365,0.018499038,0.047939142,transcription factor AP-2-epsilon isoform X2
LOC105181816,-2.675443672,-0.440273982,0.018508721,0.047954412,inducible metalloproteinase inhibitor protein-like
LOC105190564,-0.402609431,4.790688251,0.018543234,0.048033999,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
LOC105186558,-0.380046416,5.720109983,0.018630628,0.048250504,ectonucleoside triphosphate diphosphohydrolase 5 isoform X1
LOC105189714,-0.274616217,7.299877806,0.018650346,0.048291687,rabankyrin-5
LOC105187408,1.230498772,3.112455172,0.018657459,0.048300221,pigment-dispersing hormone peptides isoform X1
LOC105186755,-0.621024354,3.770055097,0.01867145,0.048326556,protein seele
LOC105189264,0.261097018,8.656713571,0.018689921,0.04836447,glucose transporter type 1 isoform X19
LOC105184759,-0.240934989,8.819217073,0.018695799,0.048369789,E3 ubiquitin-protein ligase hyd isoform X2
LOC105187018,-0.347496527,5.375829232,0.018722383,0.048428666,sorting nexin-17 isoform X1
LOC105184835,-0.30729984,6.205303048,0.018784391,0.04857913,uncharacterized protein LOC105184835 isoform X2
LOC105186817,-0.399632405,6.373607011,0.018792509,0.048590195,uncharacterized protein LOC105186817
LOC105192453,0.388502135,5.52815247,0.018801089,0.048602447,mitochondrial amidoxime-reducing component 1
LOC105183537,0.733916575,3.033343497,0.018820182,0.048641869,potassium voltage-gated channel subfamily KQT member 1-like
LOC105182388,-0.355728989,5.291529382,0.018825723,0.048646253,uncharacterized protein LOC105182388
LOC105189327,-0.281532009,6.687375744,0.018864096,0.048735456,trichohyalin isoform X1
LOC105187315,-0.3224814,6.010800012,0.018953888,0.048954621,26S proteasome regulatory subunit 4
LOC105183294,0.258807332,8.602594751,0.018959015,0.048954621,endothelin-converting enzyme homolog isoform X2
LOC105186444,1.580776878,2.116007608,0.018960534,0.048954621,uncharacterized protein LOC105186444
LOC112589725,-0.762595295,2.600353498,0.018968961,0.048966387,uncharacterized protein LOC112589725 isoform X1
LOC105181920,-0.818180287,2.692896922,0.018991088,0.049013507,cilia- and flagella-associated protein 251
LOC105188885,0.416950472,5.264827224,0.018999839,0.049026094,protein hairy
LOC105183162,-0.372286756,5.200523698,0.019043798,0.049129504,myogenesis-regulating glycosidase isoform X2
LOC105188746,0.246680005,8.525728436,0.019071924,0.049192035,eukaryotic translation initiation factor 4 gamma 2 isoform X1
LOC105183979,0.30199387,7.64483135,0.019082914,0.04921035,diacylglycerol kinase 1 isoform X1
LOC105190915,0.540862279,4.767859352,0.019095425,0.049232581,uncharacterized protein LOC105190915 isoform X1
LOC105182138,-0.342821659,6.261776354,0.019114403,0.049271473,FAS-associated factor 1 isoform X1
LOC105182250,-0.271498799,7.842625048,0.019144624,0.049339322,calnexin isoform X3
LOC105186040,-0.380216546,5.210167339,0.019186312,0.04943669,uncharacterized protein LOC105186040
LOC105181016,-0.540238676,3.75285346,0.01919565,0.049450684,tubulin-specific chaperone E
LOC105192095,-0.413872675,4.79046936,0.019207251,0.049470497,ragulator complex protein LAMTOR1
LOC105186546,-1.606311199,0.450869056,0.019241892,0.049540597,zinc finger MYND domain-containing protein 10
LOC105181838,-2.021177116,-0.297927178,0.019242298,0.049540597,nuclear envelope integral membrane protein 1
LOC105189840,-0.519291832,4.07850103,0.019330342,0.04975715,mitochondrial inner membrane protease ATP23 homolog
LOC105181455,-0.277760973,6.973543188,0.019400509,0.049920474,uncharacterized protein LOC105181455
LOC105183419,-0.282187899,7.682195718,0.019405472,0.049920474,splicing factor 3B subunit 1
LOC105189130,-0.256097851,7.874754377,0.019409397,0.049920474,importin-5
LOC105189620,-0.257171794,8.39506122,0.019409573,0.049920474,dnaJ homolog subfamily A member 1
LOC105187982,0.9211682,2.56444982,0.01944014,0.049988931,gustatory receptor for sugar taste 43a
LOC105182188,0.492283593,4.830212284,0.019472645,0.050062343,protein Wnt-5b
LOC105181269,1.237997464,2.733044035,0.019492422,0.050103008,gonadotropin-releasing hormone receptor isoform X1
LOC105180827,-0.283101894,7.539715279,0.019552673,0.05024767,GATOR complex protein DEPDC5 isoform X1
LOC105182197,-0.394441485,4.994406135,0.019598389,0.050354927,jmjC domain-containing protein 4
LOC105191157,-0.817599498,3.168000212,0.019615833,0.050389515,uncharacterized protein LOC105191157 isoform X2
LOC105191517,0.265846429,9.839985192,0.019633934,0.050425777,putative uncharacterized protein DDB_G0282129 isoform X2
LOC105187235,-0.280660203,6.880018468,0.019665786,0.050497332,60S acidic ribosomal protein P0
LOC105183856,-0.614267823,3.684745276,0.019678503,0.050519737,transmembrane protein 208 isoform X1
LOC105190719,-0.319916658,6.104276581,0.019710843,0.050592498,tumor suppressor candidate 3 isoform X1
LOC112589792,0.984821423,2.361895703,0.019751314,0.050686093,uncharacterized protein LOC112589792
LOC105183364,-0.563238727,3.957978745,0.019758885,0.050695242,"LOW QUALITY PROTEIN: hydroxyacylglutathione hydrolase, mitochondrial"
LOC105184209,0.251597831,9.480710393,0.019788594,0.050761174,baculoviral IAP repeat-containing protein 6 isoform X10
LOC105187204,-0.275404599,6.520221078,0.019830943,0.050859495,dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
LOC105189984,-0.530356835,3.856441817,0.019904178,0.051036974,THO complex subunit 7 homolog
LOC105188968,-0.537849766,3.998435764,0.019983682,0.051230453,cation-dependent mannose-6-phosphate receptor
LOC105181256,-0.393049965,4.915387594,0.020005208,0.051275248,splicing factor ESS-2 homolog
LOC105191164,0.402769738,5.323879463,0.020027393,0.05132036,uncharacterized protein DDB_G0283697
LOC105182868,-0.471183998,4.369181125,0.020035988,0.05132036,ras-related protein Rab-30 isoform X1
LOC105191731,0.473626143,4.399406439,0.020036174,0.05132036,proton channel OtopLc isoform X1
LOC105188386,-0.370568061,6.146861543,0.020039031,0.05132036,MICOS complex subunit MIC27
LOC105181893,-0.282364985,6.451616916,0.020064658,0.051375593,mitochondrial enolase superfamily member 1 isoform X1
LOC105188470,-0.255487216,7.653541381,0.020069069,0.051376492,PX domain-containing protein kinase-like protein isoform X1
LOC105192113,-0.409596482,4.918553121,0.020089367,0.051418053,biogenesis of lysosome-related organelles complex 1 subunit 5
LOC105183270,-0.49467411,3.946051389,0.020129874,0.05151131,NHP2-like protein 1 homolog isoform X1
LOC105192420,-0.590175992,3.606922524,0.020217403,0.051724833,mitochondrial dicarboxylate carrier
LOC105190503,-0.352841293,5.607323897,0.020276603,0.051865805,splicing factor 3A subunit 3
LOC105181843,0.280563702,7.378661135,0.020312456,0.051947011,protein GDAP2 homolog
LOC105190675,-0.803516063,2.55750787,0.020333044,0.051974524,putative aminopeptidase W07G4.4 isoform X1
LOC105186741,-0.904544743,2.156451989,0.020333377,0.051974524,lysM and putative peptidoglycan-binding domain-containing protein 4 isoform X2
LOC105182820,-0.565564819,3.913247102,0.020335536,0.051974524,DNA excision repair protein ERCC-1
LOC105183661,-0.326249757,5.819539465,0.020354479,0.052012434,eukaryotic translation initiation factor 2A
LOC112589745,-0.684802049,3.09104177,0.020376509,0.052058217,uncharacterized protein LOC112589745 isoform X2
LOC105190909,-0.557359078,3.665496599,0.020406038,0.052123134,brain protein I3 isoform X2
LOC105186696,-0.440191934,4.757529279,0.020422001,0.05215338,uncharacterized protein LOC105186696
LOC105185249,0.422569969,4.618117514,0.020443773,0.052198448,A disintegrin and metalloproteinase with thrombospondin motifs adt-2
LOC112590627,0.86450062,2.566718025,0.020485944,0.052295569,uncharacterized protein LOC112590627
LOC105188341,-0.460060411,4.652726358,0.020511747,0.052350876,RNA polymerase I-specific transcription initiation factor RRN3
LOC105182598,4.762264907,0.01567931,0.020585742,0.052526035,uncharacterized protein LOC105182598
LOC105190787,-0.443685568,4.477939741,0.020588678,0.052526035,synaptobrevin homolog YKT6 isoform X1
LOC105192155,0.26531177,8.119774174,0.020636407,0.05263719,multiple C2 and transmembrane domain-containing protein isoform X8
LOC105181541,-0.301840142,6.010484226,0.020711198,0.052815256,exportin-6-B isoform X1
LOC112588041,4.643383917,-0.083470894,0.020714566,0.052815256,uncharacterized protein LOC112588041
LOC105189460,-0.309147012,6.148837702,0.020767324,0.052939104,histone-lysine N-methyltransferase setd3
LOC109503910,-1.269706329,0.673649473,0.020827361,0.053081454,uncharacterized protein LOC109503910
LOC105188619,0.471148747,4.565669419,0.020834449,0.053088828,protein dachsous
LOC105181485,-0.629453859,3.108850882,0.020852319,0.053116128,armadillo repeat-containing protein 7
LOC105181711,0.865311125,3.070767195,0.020853558,0.053116128,G-box-binding factor
LOC105187221,-0.316550597,5.914657085,0.020901934,0.053228631,uncharacterized protein LOC105187221
LOC105187826,-0.541501919,4.125850112,0.020941888,0.053313135,cyclin-H
LOC105185295,1.039253275,3.475960712,0.020943543,0.053313135,solute carrier family 22 member 21
LOC112589136,-0.696517885,3.356661712,0.020996173,0.053436358,uncharacterized protein LOC112589136
LOC105185504,0.314002453,6.093729393,0.021085684,0.053653378,uncharacterized protein LOC105185504
LOC105182053,-0.345439367,5.401001048,0.021095546,0.05366566,alkylated DNA repair protein alkB homolog 8
LOC105181133,0.412294115,4.939133242,0.021098993,0.05366566,sphingosine kinase 1 isoform X1
LOC105183580,0.367890073,5.42124938,0.02111052,0.053684188,"glutaryl-CoA dehydrogenase, mitochondrial"
LOC105183991,1.364210153,1.929359218,0.021148757,0.053770619,inositol monophosphatase 2
LOC105183860,-0.407418121,4.874386864,0.021158746,0.05378521,ragulator complex protein LAMTOR2
LOC105184592,-0.419317023,4.664494395,0.021170916,0.053805337,E3 ubiquitin-protein ligase PPP1R11
LOC105187854,-0.374838543,5.335899291,0.021183607,0.053826781,proteasome subunit beta type-2
LOC105186720,-0.632248523,3.264448519,0.021211445,0.053886695,high affinity copper uptake protein 1 isoform X1
LOC105181729,0.260049784,8.929414082,0.021221847,0.053902298,serine/threonine-protein phosphatase 2B catalytic subunit 2 isoform X3
LOC105184445,0.282860086,6.715100505,0.02123201,0.053917288,histone H3.3
LOC105184231,-0.418089485,4.990489424,0.021240435,0.053927863,probable actin-related protein 2/3 complex subunit 2
LOC105184176,2.613642479,0.31035643,0.021252707,0.053948196,tubulin monoglycylase TTLL3-like
LOC105183450,-0.348406646,5.598925127,0.021264093,0.053966273,ribosome biogenesis protein TSR3 homolog
LOC105182830,-0.282727473,7.015157832,0.021272291,0.053976252,probable cytosolic oligopeptidase A
LOC105182843,-0.336310433,6.068454001,0.02133188,0.054099873,tubulin-specific chaperone cofactor E-like protein
LOC112590710,1.624866064,1.217917177,0.021333534,0.054099873,uncharacterized protein LOC112590710
LOC105185227,1.013925018,2.217344571,0.021333836,0.054099873,mitochondrial pyruvate carrier 1 isoform X1
LOC105191216,-0.230080895,9.433182847,0.021347812,0.054124466,serine-arginine protein 55 isoform X4
LOC105183183,-0.644366282,3.897296603,0.021372497,0.054176199,low molecular weight phosphotyrosine protein phosphatase isoform X1
LOC105185700,-0.942771643,1.739224415,0.021458904,0.054384333,uncharacterized protein LOC105185700
LOC105182889,-0.364159497,5.109395561,0.021469274,0.054398566,solute carrier family 35 member F5
LOC105190223,-0.277336417,6.433462733,0.021473118,0.054398566,potential E3 ubiquitin-protein ligase ariadne-2
LOC105182858,-0.387952916,4.894770885,0.021489795,0.054429916,intraflagellar transport protein 140 homolog
LOC105181134,-0.280205626,6.486705867,0.021541352,0.054547914,coiled-coil and C2 domain-containing protein 1-like isoform X2
LOC105187432,-0.649129686,4.240607526,0.021545004,0.054547914,proteasome assembly chaperone 2
LOC105189829,5.484816858,0.13315249,0.021552566,0.054556147,cuticle protein 64
LOC105181163,0.401718946,4.866092451,0.02157969,0.05461388,transmembrane channel-like protein 7 isoform X1
LOC105187544,-0.312145255,5.802491835,0.021608098,0.054672884,importin subunit alpha isoform X1
LOC105185989,-0.282888582,6.080895715,0.021611646,0.054672884,cytochrome c oxidase subunit 6C
LOC105186386,-0.382644476,4.960906146,0.02163303,0.054711672,RING finger and SPRY domain-containing protein 1
LOC105185920,-0.420157533,5.153506194,0.021635626,0.054711672,probable DNA-3-methyladenine glycosylase isoform X1
LOC105189174,0.822248569,3.276906626,0.021682746,0.054819875,"ornithine aminotransferase, mitochondrial"
LOC105184140,-0.259738911,6.943616833,0.021691279,0.054830491,zinc finger protein 431-like isoform X2
LOC112589304,-1.979007114,-0.188903463,0.02175684,0.054977139,uncharacterized protein LOC112589304 isoform X3
LOC105190084,0.649165949,3.621723417,0.021757983,0.054977139,tyramine/octopamine receptor
LOC105191962,0.30370637,6.264769072,0.021766572,0.054987861,zinc finger protein Noc
LOC105191104,-0.455611615,4.125510932,0.021798259,0.055056919,"39S ribosomal protein L11, mitochondrial isoform X1"
LOC105182951,-0.276464703,9.992368691,0.021886912,0.055269804,icarapin-like
LOC105190591,-0.351172874,5.601614209,0.021957911,0.055438029,lactosylceramide 4-alpha-galactosyltransferase isoform X2
LOC105189472,-0.995378149,1.745738336,0.021967473,0.055451107,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial"
LOC105180742,-0.264185998,6.690688229,0.021985167,0.055484705,pre-mRNA 3\\'-end-processing factor FIP1 isoform X2
LOC112588360,-0.818892363,2.174561015,0.022027022,0.05557925,uncharacterized protein LOC112588360 isoform X1
LOC105185446,-0.263008083,7.379927646,0.02203273,0.055582568,ubiquitin carboxyl-terminal hydrolase 45 isoform X1
LOC105192145,-0.281760235,7.055153007,0.022045311,0.055603223,NAD-dependent protein deacetylase sirtuin-1 isoform X3
LOC105182457,-0.469863584,4.002150278,0.022076392,0.05567052,nuclear pore complex protein Nup88
LOC105191848,0.564508691,4.629518477,0.022110652,0.055745804,L-dopachrome tautomerase yellow-f isoform X1
LOC105181758,2.252278712,0.686122191,0.022164359,0.055870079,mitochondrial amidoxime reducing component 2-like
LOC105190737,-0.478120926,4.555195955,0.022213319,0.055982342,uncharacterized protein LOC105190737
LOC105185890,-0.30325249,6.264696739,0.022266148,0.056104308,40S ribosomal protein S9
LOC105188680,-0.867047385,1.788650767,0.022279876,0.056123107,uncharacterized protein LOC105188680
LOC105189573,0.949978616,2.529990654,0.022282479,0.056123107,uncharacterized protein LOC105189573
LOC105186086,-0.394758644,4.923140388,0.022396712,0.0563996,proteasome subunit alpha type-7-1
LOC105181120,-0.314735484,6.450865389,0.022456115,0.056537938,scm-like with four MBT domains protein 1
LOC105190512,-0.556313848,4.145798536,0.022527131,0.056705455,putative nuclease HARBI1 isoform X1
LOC105185059,-0.287065367,6.411860829,0.022555395,0.056756682,WD repeat-containing protein 44 isoform X1
LOC105182694,4.895299655,0.043830948,0.022556453,0.056756682,endocuticle structural glycoprotein SgAbd-4
LOC105184102,-1.348643368,2.911380894,0.02261372,0.056889467,muscle LIM protein Mlp84B isoform X3
LOC105187778,-0.48197506,4.649099679,0.022642383,0.056950252,post-GPI attachment to proteins factor 3
LOC105182376,-0.283937839,6.536586458,0.022686789,0.057050602,metallophosphoesterase 1 homolog
LOC105183035,-0.348588977,5.116041194,0.022712244,0.057095676,"dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial-like isoform X2"
LOC105187086,0.318990316,5.862838883,0.022713738,0.057095676,uncharacterized protein LOC105187086
LOC105186498,-0.296310536,6.172212687,0.022763941,0.057210508,sorting nexin-30
LOC105181930,-0.395245177,4.69259264,0.022783625,0.057248609,NADH dehydrogenase
LOC105185146,-0.339178777,7.053672778,0.022842814,0.057385938,uncharacterized protein LOC105185146
LOC105182784,-0.32207317,5.685672374,0.022866109,0.057433057,ubiquitin-like modifier-activating enzyme 5
LOC105189919,-3.083827619,6.522990136,0.022872396,0.057437449,uncharacterized protein LOC105189919
LOC105181987,0.72741982,3.635238611,0.022884586,0.057449952,tetratricopeptide repeat protein 25-like
LOC105188226,-0.404037122,4.981781531,0.022886455,0.057449952,protein zwilch homolog isoform X1
LOC105188279,0.361499593,5.691259241,0.022911908,0.057502437,protein sly1 homolog
LOC112589393,2.521775557,0.254613619,0.022936501,0.057552742,uncharacterized protein LOC112589393
LOC105184143,-0.807782213,2.65031581,0.0229429,0.057557386,proteasome assembly chaperone 4
LOC105182088,0.258196003,8.26823179,0.022989711,0.05766339,nuclear pore complex protein Nup153
LOC105186979,0.560503574,4.600250384,0.022997513,0.057671527,ras-related and estrogen-regulated growth inhibitor isoform X2
LOC105190968,-0.416240086,4.879718491,0.023003129,0.057674181,tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
LOC105185350,-0.613150919,3.816695683,0.023070481,0.057831591,histone-lysine N-methyltransferase SETMAR-like
LOC105182592,-0.386399568,5.348439285,0.023083916,0.057853808,geranylgeranyl transferase type-2 subunit alpha isoform X1
LOC105186816,0.275814364,9.102614005,0.023165839,0.05804763,5\\'-nucleotidase domain-containing protein 3 isoform X1
LOC105189049,0.43925572,4.618180027,0.023277126,0.058307845,uncharacterized protein LOC105189049 isoform X2
LOC105187019,-0.315562686,5.762394426,0.023278902,0.058307845,serine/threonine-protein kinase 3 isoform X2
LOC105190110,-0.604726098,3.196793512,0.023337075,0.058441984,uncharacterized protein LOC105190110
LOC105191850,-0.668459433,8.082070196,0.023353897,0.058472539,"myosin heavy chain, muscle isoform X14"
LOC105180947,1.096439292,2.31380573,0.023390872,0.05855353,Meckel syndrome type 1 protein
LOC105182075,-0.564050501,4.324861409,0.023443134,0.05867275,glutathione synthetase
LOC105184362,-1.330118012,0.82912396,0.023471922,0.058733182,protein max isoform X4
LOC105186595,0.356923277,6.18679832,0.023518294,0.058837583,TBC1 domain family member 14 isoform X1
LOC105185888,-0.384618662,4.981655779,0.023561888,0.058933345,ADP-ribosylation factor-like protein 13B
LOC105184219,-0.418389567,4.914738562,0.023565886,0.058933345,uncharacterized protein LOC105184219
LOC105186565,0.961595602,2.338659664,0.023634127,0.059092321,prothoracicotropic hormone-like
LOC105180795,-2.86013525,-0.383537022,0.023667232,0.059163405,odorant receptor 43a-like
LOC105189152,-0.697976938,3.047934878,0.023685116,0.059196417,DNA replication complex GINS protein PSF3
LOC105187366,-0.628543583,3.399173115,0.023731754,0.059301267,cytosolic 10-formyltetrahydrofolate dehydrogenase isoform X1
LOC105187422,-0.3224924,5.824797269,0.023791762,0.059439477,adenylosuccinate synthetase isoform X1
LOC105187145,-0.315960029,6.04087754,0.023797643,0.059442434,rho GDP-dissociation inhibitor 2 isoform X2
LOC105189959,-0.653968925,4.027895014,0.023810706,0.059462127,17-beta-hydroxysteroid dehydrogenase 13 isoform X1
LOC105185240,-0.392993993,5.624675423,0.023815303,0.059462127,autophagy-related protein 13 homolog isoform X1
LOC105182602,-0.289465789,6.225186218,0.023821102,0.059462127,polycomb protein Sfmbt isoform X2
LOC105184899,-0.417419435,4.56946531,0.023824323,0.059462127,"39S ribosomal protein L27, mitochondrial isoform X1"
Fut8,-0.298750926,6.035624299,0.023834037,0.059474642,"alpha-(1,6)-fucosyltransferase isoform X1"
LOC105181969,0.456446538,6.555028582,0.023884831,0.059578299,ejaculatory bulb-specific protein 3
LOC105190490,-0.519841153,3.884193638,0.023884994,0.059578299,"28S ribosomal protein S28, mitochondrial"
LOC105186170,-0.270960667,14.08881375,0.024015924,0.059893083,apolipophorins
LOC105181498,0.516427585,5.9932783,0.02404884,0.059963353,scavenger receptor class B member 1
LOC105192209,-0.323472515,5.565756305,0.024079987,0.060019052,DNA polymerase epsilon catalytic subunit A isoform X1
LOC105185811,-0.974042505,5.290738178,0.024080664,0.060019052,probable cytochrome P450 6a13
LOC105190878,-0.244893313,8.657442758,0.024096868,0.06004761,polyubiquitin-A
LOC109503960,-0.543282228,3.851127861,0.024110987,0.060070964,uncharacterized protein LOC109503960 isoform X2
LOC105184902,-0.516275745,4.080028854,0.024124869,0.060093718,venom serine protease Bi-VSP
LOC105186010,-0.629233299,3.496007773,0.024129969,0.060094593,synaptotagmin-2 isoform X2
LOC105191765,0.251967324,9.703679067,0.024138699,0.060104505,inactive histone-lysine N-methyltransferase 2E isoform X3
LOC105190329,-0.433879622,4.290327976,0.024144928,0.060108187,coiled-coil domain-containing protein 149
LOC112588367,1.004935045,5.500257295,0.024222323,0.060289,uncharacterized protein LOC112588367
LOC105188799,0.789508083,2.749362657,0.024244759,0.060332977,homeotic protein deformed
LOC112588827,-0.872672752,5.316906824,0.024286717,0.060425505,uncharacterized protein DDB_G0287625-like isoform X1
LOC105185361,0.271103587,8.208948594,0.024308542,0.060466927,zinc finger with UFM1-specific peptidase domain protein isoform X1
LOC105185709,-1.002682661,1.447799956,0.024312923,0.060466927,MRN complex-interacting protein
LOC105186666,-0.433412144,4.510350497,0.024331821,0.060502035,BTB/POZ domain-containing protein KCTD9 isoform X2
LOC105191095,0.364233514,5.656789335,0.024371589,0.060589016,myosin-IA
LOC105182584,-0.446921435,4.696560447,0.024396041,0.06063789,TIP41-like protein
LOC105187932,-0.873303398,2.268337676,0.024408229,0.060656272,guanine nucleotide exchange factor MSS4 homolog
LOC112588335,-3.533872975,-0.739869077,0.024475588,0.06081172,uncharacterized protein LOC112588335
LOC105180508,0.731715889,3.47568761,0.024490428,0.060836646,O-acyltransferase like protein
LOC105190900,0.266698075,6.964851765,0.024550911,0.060969169,laminin subunit alpha-1 isoform X1
LOC109503586,-1.134917988,1.368469779,0.024553413,0.060969169,uncharacterized protein LOC109503586
LOC105188273,-0.245230211,9.19953064,0.024624526,0.061127119,probable phospholipid-transporting ATPase IA isoform X4
LOC105189836,0.258919639,7.660839783,0.024626683,0.061127119,myb protein isoform X3
LOC105184581,1.025134123,2.600231954,0.024649626,0.061172066,piggyBac transposable element-derived protein 4
LOC109504231,-2.266340926,2.109176545,0.024661188,0.061188759,uncharacterized protein LOC109504231 isoform X2
LOC105191575,0.266989676,6.983316564,0.024701072,0.061275705,uncharacterized protein KIAA0513 isoform X2
LOC105182870,-0.382108829,5.452424143,0.024718313,0.061306454,Krueppel homolog 2 isoform X1
LOC105188013,-0.259159607,7.482344998,0.02472661,0.061315015,uncharacterized protein LOC105188013 isoform X1
LOC105190550,0.667097048,3.559582305,0.024746381,0.061352019,ephrin-B2
LOC105188176,0.369518278,5.877541437,0.024868067,0.06164163,putative phosphatidate phosphatase
LOC105181849,1.395324832,1.392529419,0.0251396,0.062302487,CB1 cannabinoid receptor-interacting protein 1 isoform X1
LOC105192005,0.288841846,6.94550106,0.025194195,0.062425561,dendritic arbor reduction protein 1
LOC105181886,-0.260171785,7.561097625,0.025224807,0.062489175,RING finger protein 10
LOC105190836,1.972489864,0.509618983,0.02525215,0.062544666,elongation of very long chain fatty acids protein AAEL008004 isoform X1
LOC112588716,-0.741106355,3.019032996,0.025259695,0.062551111,uncharacterized protein DDB_G0288805-like
LOC105187531,-0.319033817,6.094408633,0.02529333,0.062622148,eukaryotic translation initiation factor 4E-binding protein 1
LOC105185403,0.363107375,5.778388391,0.025311467,0.062654793,chloride intracellular channel exc-4
LOC112588072,1.129675011,1.788784608,0.025319619,0.062662715,cilia- and flagella-associated protein 69-like
LOC105191736,0.271622519,7.518550423,0.025356318,0.06274127,"phosphate carrier protein, mitochondrial isoform X2"
LOC105180462,-0.277922439,6.673656653,0.02536603,0.062753029,protein TAPT1 homolog
LOC105192648,1.270934177,1.641862831,0.025427392,0.062892536,probable inactive tRNA-specific adenosine deaminase-like protein 3
LOC105186111,-0.462725792,4.648064916,0.025461928,0.06296565,uncharacterized protein LOC105186111
LOC105189820,-0.313991843,5.793740387,0.025479002,0.062988241,nucleolar protein 56
LOC105188802,0.409056913,5.092394142,0.025483624,0.062988241,protein bicaudal C isoform X1
LOC105183803,1.345565278,1.66630103,0.025485996,0.062988241,odorant receptor 47a
LOC105186579,-1.425595349,0.594101795,0.025529711,0.063079278,uncharacterized protein LOC105186579
LOC105184846,-0.613035155,2.961779824,0.025532801,0.063079278,U6 snRNA-associated Sm-like protein LSm8
LOC105183994,-0.447757309,4.849464163,0.025565735,0.063148313,torsin-like protein isoform X2
LOC105192090,0.262972497,7.876974111,0.025624272,0.06328055,uncharacterized protein LOC105192090
LOC105192306,2.474968074,0.20209846,0.025631137,0.063285153,pro-resilin
LOC105185963,-1.831361381,0.228585119,0.025636819,0.063286833,uncharacterized protein LOC105185963
